datetime,windspeed
11/22/2018,25
11/23/2018,16
11/24/2018,23
11/25/2018,12
11/26/2018,15
11/27/2018,16
11/28/2018,13
11/29/2018,13
11/30/2018,24
12/1/2018,20
12/2/2018,9
12/3/2018,13
12/4/2018,9
12/5/2018,11
12/6/2018,9
12/7/2018,13
12/8/2018,13
12/9/2018,13
12/10/2018,8
12/11/2018,9
12/12/2018,9
12/13/2018,15
12/14/2018,20
12/15/2018,11
12/16/2018,29
12/17/2018,19
12/18/2018,21
12/19/2018,11
12/20/2018,10
12/21/2018,7
12/22/2018,11
12/23/2018,9
12/24/2018,10
12/25/2018,9
12/26/2018,14
12/27/2018,13
12/28/2018,17
12/29/2018,17
12/30/2018,13
12/31/2018,11
1/1/2019,13
1/2/2019,10
1/3/2019,15
1/4/2019,14
1/5/2019,13
1/6/2019,13
1/7/2019,19
1/8/2019,30
1/9/2019,14
1/10/2019,12
1/11/2019,24
1/12/2019,11
1/13/2019,12
1/14/2019,20
1/15/2019,25
1/16/2019,12
1/17/2019,19
1/18/2019,21
1/19/2019,16
1/20/2019,15
1/21/2019,23
1/22/2019,11
1/23/2019,13
1/24/2019,11
1/25/2019,18
1/26/2019,13
1/27/2019,19
1/28/2019,19
1/29/2019,16
1/30/2019,24
1/31/2019,23
2/1/2019,14
2/2/2019,14
2/3/2019,15
2/4/2019,13
2/5/2019,20
2/6/2019,19
2/7/2019,12
2/8/2019,11
2/9/2019,13
2/10/2019,16
2/11/2019,17
2/12/2019,21
2/13/2019,17
2/14/2019,18
2/15/2019,11
2/16/2019,17
2/17/2019,25
2/18/2019,17
2/19/2019,19
2/20/2019,22
2/21/2019,13
2/22/2019,13
2/23/2019,14
2/24/2019,17
2/25/2019,17
2/26/2019,22
2/27/2019,19
2/28/2019,25
3/1/2019,13
3/2/2019,19
3/3/2019,18
3/4/2019,21
3/5/2019,13
3/6/2019,12
3/7/2019,13
3/8/2019,17
3/9/2019,17
3/10/2019,17
3/11/2019,18
3/12/2019,13
3/13/2019,17
3/14/2019,17
3/15/2019,20
3/16/2019,18
3/17/2019,15
3/18/2019,23
3/19/2019,17
3/20/2019,17
3/21/2019,13
3/22/2019,15
3/23/2019,26
3/24/2019,16
3/25/2019,16
3/26/2019,18
3/27/2019,20
3/28/2019,14
3/29/2019,27
3/30/2019,13
3/31/2019,19
4/1/2019,25
4/2/2019,18
4/3/2019,21
4/4/2019,20
4/5/2019,20
4/6/2019,13
4/7/2019,25
4/8/2019,14
4/9/2019,17
4/10/2019,18
4/11/2019,14
4/12/2019,13
4/13/2019,13
4/14/2019,14
4/15/2019,22
4/16/2019,15
4/17/2019,10
4/18/2019,13
4/19/2019,27
4/20/2019,18
4/21/2019,30
4/22/2019,18
4/23/2019,13
4/24/2019,23
4/25/2019,21
4/26/2019,18
4/27/2019,15
4/28/2019,11
4/29/2019,16
4/30/2019,21
5/1/2019,24
5/2/2019,17
5/3/2019,17
5/4/2019,20
5/5/2019,25
5/6/2019,29
5/7/2019,19
5/8/2019,19
5/9/2019,18
5/10/2019,13
5/11/2019,23
5/12/2019,18
5/13/2019,18
5/14/2019,19
5/15/2019,17
5/16/2019,28
5/17/2019,22
5/18/2019,34
5/19/2019,35
5/20/2019,24
5/21/2019,25
5/22/2019,24
5/23/2019,21
5/24/2019,23
5/25/2019,26
5/26/2019,16
5/27/2019,18
5/28/2019,16
5/29/2019,18
5/30/2019,15
5/31/2019,24
6/1/2019,21
6/2/2019,21
6/3/2019,21
6/4/2019,16
6/5/2019,25
6/6/2019,30
6/7/2019,14
6/8/2019,32
6/9/2019,27
6/10/2019,17
6/11/2019,18
6/12/2019,13
6/13/2019,16
6/14/2019,29
6/15/2019,27
6/16/2019,17
6/17/2019,17
6/18/2019,24
6/19/2019,15
6/20/2019,13
6/21/2019,15
6/22/2019,15
6/23/2019,15
6/24/2019,18
6/25/2019,15
6/26/2019,15
6/27/2019,35
6/28/2019,28
6/29/2019,19
6/30/2019,17
7/1/2019,13
7/2/2019,30
7/3/2019,16
7/4/2019,17
7/5/2019,17
7/6/2019,16
7/7/2019,15
7/8/2019,18
7/9/2019,18
7/10/2019,19
7/11/2019,16
7/12/2019,16
7/13/2019,14
7/14/2019,17
7/15/2019,15
7/16/2019,15
7/17/2019,13
7/18/2019,13
7/19/2019,16
7/20/2019,20
7/21/2019,20
7/22/2019,16
7/23/2019,18
7/24/2019,24
7/25/2019,24
7/26/2019,22
7/27/2019,13
7/28/2019,18
7/29/2019,24
7/30/2019,16
7/31/2019,15
8/1/2019,18
8/2/2019,25
8/3/2019,17
8/4/2019,16
8/5/2019,17
8/6/2019,15
8/7/2019,18
8/8/2019,24
8/9/2019,21
8/10/2019,25
8/11/2019,21
8/12/2019,20
8/13/2019,25
8/14/2019,23
8/15/2019,24
8/16/2019,19
8/17/2019,20
8/18/2019,16
8/19/2019,23
8/20/2019,18
8/21/2019,13
8/22/2019,19
8/23/2019,21
8/24/2019,19
8/25/2019,14
8/26/2019,16
8/27/2019,17
8/28/2019,13
8/29/2019,24
8/30/2019,21
8/31/2019,16
9/1/2019,13
9/2/2019,15
9/3/2019,15
9/4/2019,16
9/5/2019,21
9/6/2019,20
9/7/2019,15
9/8/2019,13
9/9/2019,19
9/10/2019,17
9/11/2019,16
9/12/2019,15
9/13/2019,15
9/14/2019,20
9/15/2019,18
9/16/2019,15
9/17/2019,15
9/18/2019,14
9/19/2019,18
9/20/2019,15
9/21/2019,13
9/22/2019,22
9/23/2019,29
9/24/2019,16
9/25/2019,11
9/26/2019,9
9/27/2019,22
9/28/2019,18
9/29/2019,18
9/30/2019,18
10/1/2019,15
10/2/2019,11
10/3/2019,11
10/4/2019,20
10/5/2019,15
10/6/2019,13
10/7/2019,15
10/8/2019,20
10/9/2019,13
10/10/2019,15
10/11/2019,15
10/12/2019,13
10/13/2019,15
10/14/2019,21
10/15/2019,14
10/16/2019,13
10/17/2019,16
10/18/2019,13
10/19/2019,11
10/20/2019,13
10/21/2019,12
10/22/2019,14
10/23/2019,16
10/24/2019,13
10/25/2019,13
10/26/2019,13
10/27/2019,11
10/28/2019,11
10/29/2019,11
10/30/2019,27
10/31/2019,17
11/1/2019,16
11/2/2019,11
11/3/2019,15
11/4/2019,21
11/5/2019,19
11/6/2019,11
11/7/2019,13
11/8/2019,11
11/9/2019,11
11/10/2019,19
11/11/2019,11
11/12/2019,10
11/13/2019,11
11/14/2019,11
11/15/2019,18
11/16/2019,9
11/17/2019,9
11/18/2019,12
11/19/2019,10
11/20/2019,13
11/21/2019,10
11/22/2019,12
11/23/2019,10
11/24/2019,19
11/25/2019,16
11/26/2019,13
11/27/2019,9
11/28/2019,11
11/29/2019,9
11/30/2019,11
12/1/2019,19
12/2/2019,19
12/3/2019,17
12/4/2019,13
12/5/2019,13
12/6/2019,17
12/7/2019,12
12/8/2019,13
12/9/2019,11
12/10/2019,24
12/11/2019,13
12/12/2019,18
12/13/2019,25
12/14/2019,24
12/15/2019,10
12/16/2019,15
12/17/2019,13
12/18/2019,19
12/19/2019,26
12/20/2019,21
12/21/2019,31
12/22/2019,21
12/23/2019,20
12/24/2019,9
12/25/2019,13
12/26/2019,15
12/27/2019,18
12/28/2019,13
12/29/2019,21
12/30/2019,12
12/31/2019,13
1/1/2020,15
1/2/2020,8
1/3/2020,10
1/4/2020,18
1/5/2020,13
1/6/2020,11
1/7/2020,10
1/8/2020,11
1/9/2020,15
1/10/2020,15
1/11/2020,18
1/12/2020,12
1/13/2020,10
1/14/2020,9
1/15/2020,14
1/16/2020,16
1/17/2020,13
1/18/2020,9
1/19/2020,18
1/20/2020,13
1/21/2020,9
1/22/2020,13
1/23/2020,22
1/24/2020,26
1/25/2020,24
1/26/2020,13
1/27/2020,16
1/28/2020,13
1/29/2020,11
1/30/2020,11
1/31/2020,17
2/1/2020,20
2/2/2020,18
2/3/2020,13
2/4/2020,13
2/5/2020,19
2/6/2020,18
2/7/2020,13
2/8/2020,20
2/9/2020,29
2/10/2020,19
2/11/2020,12
2/12/2020,23
2/13/2020,18
2/14/2020,17
2/15/2020,36
2/16/2020,29
2/17/2020,13
2/18/2020,18
2/19/2020,13
2/20/2020,17
2/21/2020,17
2/22/2020,25
2/23/2020,13
2/24/2020,15
2/25/2020,15
2/26/2020,25
2/27/2020,21
2/28/2020,9
2/29/2020,15
3/1/2020,13
3/2/2020,15
3/3/2020,14
3/4/2020,15
3/5/2020,21
3/6/2020,21
3/7/2020,30
3/8/2020,20
3/9/2020,17
3/10/2020,13
3/11/2020,11
3/12/2020,16
3/13/2020,17
3/14/2020,21
3/15/2020,29
3/16/2020,15
3/17/2020,15
3/18/2020,15
3/19/2020,17
3/20/2020,11
3/21/2020,23
3/22/2020,20
3/23/2020,32
3/24/2020,35
3/25/2020,25
3/26/2020,17
3/27/2020,15
3/28/2020,16
3/29/2020,17
3/30/2020,17
3/31/2020,24
4/1/2020,21
4/2/2020,15
4/3/2020,15
4/4/2020,19
4/5/2020,11
4/6/2020,12
4/7/2020,24
4/8/2020,17
4/9/2020,15
4/10/2020,14
4/11/2020,21
4/12/2020,24
4/13/2020,19
4/14/2020,20
4/15/2020,19
4/16/2020,11
4/17/2020,13
4/18/2020,15
4/19/2020,17
4/20/2020,14
4/21/2020,15
4/22/2020,15
4/23/2020,17
4/24/2020,20
4/25/2020,15
4/26/2020,12
4/27/2020,15
4/28/2020,29
4/29/2020,17
4/30/2020,19
5/1/2020,18
5/2/2020,24
5/3/2020,17
5/4/2020,13
5/5/2020,18
5/6/2020,22
5/7/2020,13
5/8/2020,38
5/9/2020,30
5/10/2020,18
5/11/2020,13
5/12/2020,37
5/13/2020,35
5/14/2020,14
5/15/2020,16
5/16/2020,19
5/17/2020,14
5/18/2020,35
5/19/2020,18
5/20/2020,25
5/21/2020,15
5/22/2020,18
5/23/2020,22
5/24/2020,21
5/25/2020,15
5/26/2020,16
5/27/2020,17
5/28/2020,19
5/29/2020,19
5/30/2020,19
5/31/2020,21
6/1/2020,22
6/2/2020,20
6/3/2020,15
6/4/2020,15
6/5/2020,26
6/6/2020,21
6/7/2020,21
6/8/2020,24
6/9/2020,34
6/10/2020,24
6/11/2020,16
6/12/2020,21
6/13/2020,15
6/14/2020,16
6/15/2020,15
6/16/2020,23
6/17/2020,17
6/18/2020,15
6/19/2020,15
6/20/2020,19
6/21/2020,16
6/22/2020,21
6/23/2020,26
6/24/2020,19
6/25/2020,15
6/26/2020,26
6/27/2020,24
6/28/2020,18
6/29/2020,13
6/30/2020,17
7/1/2020,18
7/2/2020,25
7/3/2020,20
7/4/2020,19
7/5/2020,22
7/6/2020,13
7/7/2020,11
7/8/2020,15
7/9/2020,17
7/10/2020,27
7/11/2020,14
7/12/2020,22
7/13/2020,24
7/14/2020,18
7/15/2020,18
7/16/2020,18
7/17/2020,20
7/18/2020,27
7/19/2020,18
7/20/2020,39
7/21/2020,19
7/22/2020,15
7/23/2020,16
7/24/2020,27
7/25/2020,19
7/26/2020,24
7/27/2020,20
7/28/2020,18
7/29/2020,20
7/30/2020,15
7/31/2020,28
8/1/2020,19
8/2/2020,15
8/3/2020,13
8/4/2020,12
8/5/2020,16
8/6/2020,15
8/7/2020,20
8/8/2020,22
8/9/2020,23
8/10/2020,21
8/11/2020,20
8/12/2020,16
8/13/2020,15
8/14/2020,13
8/15/2020,14
8/16/2020,21
8/17/2020,18
8/18/2020,20
8/19/2020,15
8/20/2020,18
8/21/2020,15
8/22/2020,13
8/23/2020,13
8/24/2020,24
8/25/2020,18
8/26/2020,22
8/27/2020,13
8/28/2020,23
8/29/2020,18
8/30/2020,16
8/31/2020,21
9/1/2020,16
9/2/2020,20
9/3/2020,21
9/4/2020,19
9/5/2020,15
9/6/2020,18
9/7/2020,14
9/8/2020,13
9/9/2020,15
9/10/2020,13
9/11/2020,15
9/12/2020,16
9/13/2020,11
9/14/2020,17
9/15/2020,19
9/16/2020,22
9/17/2020,27
9/18/2020,15
9/19/2020,12
9/20/2020,15
9/21/2020,16
9/22/2020,17
9/23/2020,13
9/24/2020,15
9/25/2020,17
9/26/2020,19
9/27/2020,19
9/28/2020,19
9/29/2020,19
9/30/2020,19
10/1/2020,15
10/2/2020,11
10/3/2020,13
10/4/2020,16
10/5/2020,13
10/6/2020,15
10/7/2020,15
10/8/2020,16
10/9/2020,9
10/10/2020,16
10/11/2020,13
10/12/2020,11
10/13/2020,11
10/14/2020,11
10/15/2020,12
10/16/2020,13
10/17/2020,13
10/18/2020,13
10/19/2020,15
10/20/2020,14
10/21/2020,21
10/22/2020,15
10/23/2020,16
10/24/2020,13
10/25/2020,11
10/26/2020,15
10/27/2020,23
10/28/2020,19
10/29/2020,10
10/30/2020,9
10/31/2020,13
11/1/2020,13
11/2/2020,11
11/3/2020,11
11/4/2020,13
11/5/2020,10
11/6/2020,16
11/7/2020,14
11/8/2020,19
11/9/2020,22
11/10/2020,11
11/11/2020,9
11/12/2020,18
11/13/2020,11
11/14/2020,19
11/15/2020,25
11/16/2020,16
11/17/2020,9
11/18/2020,15
11/19/2020,11
11/20/2020,11
11/21/2020,13
11/22/2020,11
11/23/2020,15
11/24/2020,11
11/25/2020,9
11/26/2020,11
11/27/2020,11
11/28/2020,20
11/29/2020,11
11/30/2020,8
12/1/2020,13
12/2/2020,11
12/3/2020,9
12/4/2020,12
12/5/2020,16
12/6/2020,8
12/7/2020,8
12/8/2020,9
12/9/2020,9
12/10/2020,8
12/11/2020,7
12/12/2020,8
12/13/2020,8
12/14/2020,9
12/15/2020,9
12/16/2020,11
12/17/2020,9
12/18/2020,13
12/19/2020,27
12/20/2020,17
12/21/2020,11
12/22/2020,15
12/23/2020,9
12/24/2020,11
12/25/2020,14
12/26/2020,11
12/27/2020,11
12/28/2020,8
12/29/2020,9
12/30/2020,9
12/31/2020,8
1/1/2021,7
1/2/2021,6
1/3/2021,9
1/4/2021,9
1/5/2021,10
1/6/2021,10
1/7/2021,11
1/8/2021,9
1/9/2021,11
1/10/2021,11
1/11/2021,16
1/12/2021,15
1/13/2021,9
1/14/2021,11
1/15/2021,12
1/16/2021,14
1/17/2021,13
1/18/2021,19
1/19/2021,29
1/20/2021,24
1/21/2021,18
1/22/2021,36
1/23/2021,26
1/24/2021,16
1/25/2021,8
1/26/2021,9
1/27/2021,11
1/28/2021,11
1/29/2021,11
1/30/2021,17
1/31/2021,21
2/1/2021,20
2/2/2021,13
2/3/2021,11
2/4/2021,14
2/5/2021,15
2/6/2021,20
2/7/2021,14
2/8/2021,30
2/9/2021,15
2/10/2021,15
2/11/2021,18
2/12/2021,19
2/13/2021,16
2/14/2021,14
2/15/2021,17
2/16/2021,17
2/17/2021,15
2/18/2021,20
2/19/2021,24
2/20/2021,12
2/21/2021,11
2/22/2021,10
2/23/2021,28
2/24/2021,26
2/25/2021,21
2/26/2021,13
2/27/2021,19
2/28/2021,15
3/1/2021,14
3/2/2021,23
3/3/2021,13
3/4/2021,24
3/5/2021,18
3/6/2021,19
3/7/2021,19
3/8/2021,16
3/9/2021,12
3/10/2021,26
3/11/2021,19
3/12/2021,18
3/13/2021,20
3/14/2021,27
3/15/2021,13
3/16/2021,11
3/17/2021,16
3/18/2021,14
3/19/2021,21
3/20/2021,22
3/21/2021,21
3/22/2021,16
3/23/2021,29
3/24/2021,22
3/25/2021,26
3/26/2021,26
3/27/2021,18
3/28/2021,37
3/29/2021,21
3/30/2021,17
3/31/2021,21
4/1/2021,26
4/2/2021,14
4/3/2021,15
4/4/2021,26
4/5/2021,19
4/6/2021,18
4/7/2021,11
4/8/2021,15
4/9/2021,17
4/10/2021,19
4/11/2021,18
4/12/2021,20
4/13/2021,9
4/14/2021,17
4/15/2021,15
4/16/2021,23
4/17/2021,16
4/18/2021,18
4/19/2021,16
4/20/2021,24
4/21/2021,22
4/22/2021,19
4/23/2021,18
4/24/2021,15
4/25/2021,15
4/26/2021,15
4/27/2021,14
4/28/2021,13
4/29/2021,16
4/30/2021,27
5/1/2021,23
5/2/2021,13
5/3/2021,13
5/4/2021,19
5/5/2021,29
5/6/2021,15
5/7/2021,13
5/8/2021,15
5/9/2021,18
5/10/2021,13
5/11/2021,17
5/12/2021,20
5/13/2021,27
5/14/2021,27
5/15/2021,23
5/16/2021,23
5/17/2021,20
5/18/2021,17
5/19/2021,21
5/20/2021,44
5/21/2021,19
5/22/2021,20
5/23/2021,19
5/24/2021,22
5/25/2021,17
5/26/2021,33
5/27/2021,26
5/28/2021,20
5/29/2021,27
5/30/2021,20
5/31/2021,15
6/1/2021,34
6/2/2021,23
6/3/2021,29
6/4/2021,16
6/5/2021,18
6/6/2021,35
6/7/2021,36
6/8/2021,23
6/9/2021,15
6/10/2021,17
6/11/2021,19
6/12/2021,21
6/13/2021,24
6/14/2021,24
6/15/2021,21
6/16/2021,18
6/17/2021,18
6/18/2021,13
6/19/2021,25
6/20/2021,21
6/21/2021,13
6/22/2021,20
6/23/2021,15
6/24/2021,16
6/25/2021,21
6/26/2021,16
6/27/2021,16
6/28/2021,16
6/29/2021,13
6/30/2021,20
7/1/2021,21
7/2/2021,20
7/3/2021,19
7/4/2021,17
7/5/2021,17
7/6/2021,18
7/7/2021,16
7/8/2021,20
7/9/2021,21
7/10/2021,29
7/11/2021,18
7/12/2021,19
7/13/2021,31
7/14/2021,18
7/15/2021,20
7/16/2021,19
7/17/2021,15
7/18/2021,15
7/19/2021,17
7/20/2021,15
7/21/2021,19
7/22/2021,16
7/23/2021,17
7/24/2021,13
7/25/2021,21
7/26/2021,25
7/27/2021,27
7/28/2021,20
7/29/2021,17
7/30/2021,20
7/31/2021,19
8/1/2021,23
8/2/2021,18
8/3/2021,18
8/4/2021,22
8/5/2021,20
8/6/2021,16
8/7/2021,18
8/8/2021,17
8/9/2021,22
8/10/2021,13
8/11/2021,12
8/12/2021,21
8/13/2021,22
8/14/2021,24
8/15/2021,26
8/16/2021,17
8/17/2021,20
8/18/2021,17
8/19/2021,17
8/20/2021,15
8/21/2021,24
8/22/2021,17
8/23/2021,16
8/24/2021,15
8/25/2021,16
8/26/2021,18
8/27/2021,14
8/28/2021,16
8/29/2021,15
8/30/2021,21
8/31/2021,20
9/1/2021,17
9/2/2021,17
9/3/2021,11
9/4/2021,16
9/5/2021,16
9/6/2021,14
9/7/2021,13
9/8/2021,18
9/9/2021,18
9/10/2021,15
9/11/2021,15
9/12/2021,14
9/13/2021,15
9/14/2021,13
9/15/2021,17
9/16/2021,15
9/17/2021,13
9/18/2021,15
9/19/2021,17
9/20/2021,13
9/21/2021,15
9/22/2021,16
9/23/2021,15
9/24/2021,14
9/25/2021,13
9/26/2021,15
9/27/2021,21
9/28/2021,13
9/29/2021,11
9/30/2021,19
10/1/2021,17
10/2/2021,14
10/3/2021,13
10/4/2021,11
10/5/2021,16
10/6/2021,17
10/7/2021,29
10/8/2021,18
10/9/2021,18
10/10/2021,21
10/11/2021,18
10/12/2021,15
10/13/2021,13
10/14/2021,11
10/15/2021,13
10/16/2021,13
10/17/2021,14
10/18/2021,11
10/19/2021,13
10/20/2021,18
10/21/2021,28
10/22/2021,16
10/23/2021,13
10/24/2021,11
10/25/2021,13
10/26/2021,15
10/27/2021,13
10/28/2021,13
10/29/2021,10
10/30/2021,9
10/31/2021,10
11/1/2021,11
11/2/2021,13
11/3/2021,11
11/4/2021,31
11/5/2021,25
11/6/2021,9
11/7/2021,9
11/8/2021,9
11/9/2021,13
11/10/2021,11
11/11/2021,13
11/12/2021,19
11/13/2021,10
11/14/2021,23
11/15/2021,14
11/16/2021,11
11/17/2021,34
11/18/2021,9
11/19/2021,12
11/20/2021,12
11/21/2021,15
11/22/2021,14
11/23/2021,11
11/24/2021,11
11/25/2021,20
11/26/2021,17
11/27/2021,9
11/28/2021,12
11/29/2021,11
11/30/2021,12
12/1/2021,20
12/2/2021,24
12/3/2021,16
12/4/2021,11
12/5/2021,8
12/6/2021,11
12/7/2021,9
12/8/2021,16
12/9/2021,15
12/10/2021,17
12/11/2021,14
12/12/2021,11
12/13/2021,18
12/14/2021,15
12/15/2021,9
12/16/2021,9
12/17/2021,9
12/18/2021,14
12/19/2021,28
12/20/2021,21
12/21/2021,20
12/22/2021,28
12/23/2021,21
12/24/2021,9
12/25/2021,15
12/26/2021,16
12/27/2021,11
12/28/2021,7
12/29/2021,11
12/30/2021,13
12/31/2021,20
1/1/2022,17
1/2/2022,11
1/3/2022,22
1/4/2022,19
1/5/2022,13
1/6/2022,13
1/7/2022,11
1/8/2022,9
1/9/2022,11
1/10/2022,13
1/11/2022,11
1/12/2022,15
1/13/2022,20
1/14/2022,16
1/15/2022,27
1/16/2022,31
1/17/2022,19
1/18/2022,15
1/19/2022,35
1/20/2022,19
1/21/2022,17
1/22/2022,13
1/23/2022,11
1/24/2022,11
1/25/2022,10
1/26/2022,10
1/27/2022,16
1/28/2022,20
1/29/2022,28
1/30/2022,15
1/31/2022,13
2/1/2022,13
2/2/2022,13
2/3/2022,10
2/4/2022,15
2/5/2022,16
2/6/2022,27
2/7/2022,15
2/8/2022,13
2/9/2022,11
2/10/2022,15
2/11/2022,18
2/12/2022,17
2/13/2022,11
2/14/2022,23
2/15/2022,13
2/16/2022,10
2/17/2022,17
2/18/2022,13
2/19/2022,11
2/20/2022,19
2/21/2022,16
2/22/2022,17
2/23/2022,11
2/24/2022,12
2/25/2022,11
2/26/2022,11
2/27/2022,16
2/28/2022,23
3/1/2022,22
3/2/2022,11
3/3/2022,11
3/4/2022,19
3/5/2022,26
3/6/2022,22
3/7/2022,24
3/8/2022,16
3/9/2022,28
3/10/2022,16
3/11/2022,24
3/12/2022,17
3/13/2022,18
3/14/2022,17
3/15/2022,15
3/16/2022,12
3/17/2022,22
3/18/2022,17
3/19/2022,12
3/20/2022,15
3/21/2022,22
3/22/2022,13
3/23/2022,12
3/24/2022,11
3/25/2022,13
3/26/2022,25
3/27/2022,21
3/28/2022,15
3/29/2022,35
3/30/2022,20
3/31/2022,14
4/1/2022,13
4/2/2022,13
